point_id,x,y,z,avg_error,track_len
10273,2.744745528703595,-2.4698239078921462,5.533057884669389,0.4007327904300148,3
10272,2.744718974689482,-2.4710395446433417,5.533712085958071,0.7192731523422894,4
10271,0.2663093499836661,1.3243811640197038,3.6995854673250763,0.46653918281022627,4
10270,1.2583779299889644,1.1646255953118554,3.6057532457476995,0.5450429572655032,5
10269,0.8297658610148718,1.0722852191828098,3.6823771543604193,0.8112534396230144,5
10268,1.5814236686062602,1.0566108171723063,3.828303967901128,1.16192093899812,4
10267,0.27104791556242924,1.0695331199216578,3.7798587548507285,1.2934519029680511,6
10266,2.2488599491452,1.14748133524482,4.801166104215466,0.5993627143114792,3
10265,-2.2498897579779453,1.4641312535906483,6.055065178682801,0.38262597267896287,3
10264,0.8870763670847065,0.9248092406103646,3.6887765474261167,0.3027254751746201,4
10263,0.8866970536601,0.9252706860895852,3.689022313305615,0.20413258685032395,3
10262,-1.7706785887308,1.3789639100297624,6.038407027470858,1.332509390971479,4
10261,-1.7409358932152397,1.2195208587371067,6.082340755515827,1.6133671357174102,6
10260,3.2255810582063202,0.8694913439096176,5.264367832337963,0.18734406378857515,3
10259,1.324049727442621,0.7374483363602045,4.907620087803443,1.523426904646063,5
10258,1.324049727442621,0.7374483363602045,4.907620087803443,1.523426904646063,5
10257,-0.24830584700954267,0.7550300840960772,5.162079255424398,0.973494997710516,5
10256,-2.245424506439214,0.8807076590070444,6.194423064390674,0.4169212710462914,4
10255,-0.4678379244922405,0.601064055321419,5.289081125560353,0.4804248124565001,3
10254,2.1657839573126667,0.4815666309129117,4.870211513491589,0.7725381369314684,7
10253,-0.4850204074643124,0.4743523803886359,5.3270324534189015,0.8904910732975034,5
10251,0.6595468502419527,0.428176135244485,5.126130253070642,0.6927127442948378,4
10250,-0.09940208577289311,0.4387895146528148,5.247889877003652,0.3103595718265311,3
10249,-0.6716361930896699,0.44687864360485696,5.351193231491687,0.9809347999608015,5
10248,-1.845181509109901,0.4434314153362586,6.136177912858747,0.2705887159765453,8
10247,-1.845565157674157,0.4430281551464528,6.137238977692509,0.551521970803481,10
10246,1.4784531727410677,0.3522096156900846,5.115009992524653,1.2898595988030699,5
10245,1.1661930060541599,0.3340896666314642,5.149197862388807,1.0702237025712227,6
10242,3.8707861229697134,0.1933097979632215,5.181190967090357,1.1828342386764572,5
10241,-0.7643712352502118,0.17781133122556342,5.613337161220262,1.1925576982911783,10
10240,-0.7644838489576161,0.1775831475547233,5.61621559722703,0.8112248182247997,9
10239,1.7615566897388881,0.07580276166438847,5.3382811931906815,0.4957837624201671,4
10238,2.0331299752547007,0.035468927936447577,5.31280460181181,1.6880106071304593,5
10237,3.8486750044758753,0.009639286596102149,5.195022538132663,1.0031233456096793,6
10236,1.327129098010952,-0.000996611381909358,5.252475140485837,0.36736257420119717,3
10235,-1.197296317175057,-0.03637406846809437,6.068125394189164,1.0102138338177558,7
10234,-0.3848843806032548,-0.03364860163700335,5.67510381867119,1.318529233930819,4
10233,-1.5196942820270631,-0.06043380080650468,6.128780655104646,1.6331841763044623,7
10232,-2.5880589701003975,-0.05984140472966352,6.294623931630922,0.4722003538103257,4
10231,0.369056745176527,-0.09772716391267902,5.420175364012776,0.12624085161724322,3
10230,0.3630701326950977,-0.09750391500893466,5.435024449933963,0.5675349807066641,4
10229,1.2653082461622565,-0.09726125795127817,5.279371582490907,0.2842763423232793,3
10228,3.262954897423735,-0.09836030762960377,5.295639277390337,1.0525720698103946,7
10227,-1.365888108990664,-0.17285178437880128,6.115639344735581,1.2886605650027423,6
